x,y,y2
1.000000e+00,1.000000e+00,1.168294e+00
1.029029e+00,1.014411e+00,1.188240e+00
1.058058e+00,1.028619e+00,1.207888e+00
1.087087e+00,1.042635e+00,1.227239e+00
1.116116e+00,1.056464e+00,1.246290e+00
1.145145e+00,1.070115e+00,1.265040e+00
1.174174e+00,1.083593e+00,1.283488e+00
1.203203e+00,1.096906e+00,1.301632e+00
1.232232e+00,1.110060e+00,1.319468e+00
1.261261e+00,1.123059e+00,1.336996e+00
1.290290e+00,1.135909e+00,1.354212e+00
1.319319e+00,1.148616e+00,1.371114e+00
1.348348e+00,1.161184e+00,1.387699e+00
1.377377e+00,1.173617e+00,1.403964e+00
1.406406e+00,1.185920e+00,1.419906e+00
1.435435e+00,1.198097e+00,1.435524e+00
1.464464e+00,1.210151e+00,1.450814e+00
1.493493e+00,1.222086e+00,1.465773e+00
1.522523e+00,1.233905e+00,1.480399e+00
1.551552e+00,1.245613e+00,1.494689e+00
1.580581e+00,1.257211e+00,1.508642e+00
1.609610e+00,1.268704e+00,1.522254e+00
1.638639e+00,1.280093e+00,1.535523e+00
1.667668e+00,1.291382e+00,1.548448e+00
1.696697e+00,1.302573e+00,1.561026e+00
1.725726e+00,1.313669e+00,1.573256e+00
1.754755e+00,1.324672e+00,1.585136e+00
1.783784e+00,1.335584e+00,1.596665e+00
1.812813e+00,1.346407e+00,1.607841e+00
1.841842e+00,1.357145e+00,1.618664e+00
1.870871e+00,1.367798e+00,1.629133e+00
1.899900e+00,1.378369e+00,1.639248e+00
1.928929e+00,1.388859e+00,1.649007e+00
1.957958e+00,1.399271e+00,1.658411e+00
1.986987e+00,1.409605e+00,1.667460e+00
2.016016e+00,1.419865e+00,1.676155e+00
2.045045e+00,1.430051e+00,1.684496e+00
2.074074e+00,1.440165e+00,1.692483e+00
2.103103e+00,1.450208e+00,1.700119e+00
2.132132e+00,1.460182e+00,1.707404e+00
2.161161e+00,1.470089e+00,1.714340e+00
2.190190e+00,1.479929e+00,1.720930e+00
2.219219e+00,1.489704e+00,1.727174e+00
2.248248e+00,1.499416e+00,1.733077e+00
2.277277e+00,1.509065e+00,1.738639e+00
2.306306e+00,1.518653e+00,1.743866e+00
2.335335e+00,1.528180e+00,1.748758e+00
2.364364e+00,1.537649e+00,1.753322e+00
2.393393e+00,1.547060e+00,1.757559e+00
2.422422e+00,1.556413e+00,1.761474e+00
2.451451e+00,1.565711e+00,1.765072e+00
2.480480e+00,1.574954e+00,1.768357e+00
2.509510e+00,1.584143e+00,1.771334e+00
2.538539e+00,1.593279e+00,1.774008e+00
2.567568e+00,1.602363e+00,1.776385e+00
2.596597e+00,1.611396e+00,1.778470e+00
2.625626e+00,1.620378e+00,1.780269e+00
2.654655e+00,1.629311e+00,1.781789e+00
2.683684e+00,1.638195e+00,1.783036e+00
2.712713e+00,1.647031e+00,1.784016e+00
2.741742e+00,1.655821e+00,1.784736e+00
2.770771e+00,1.664563e+00,1.785205e+00
2.799800e+00,1.673260e+00,1.785428e+00
2.828829e+00,1.681912e+00,1.785414e+00
2.857858e+00,1.690520e+00,1.785170e+00
2.886887e+00,1.699084e+00,1.784705e+00
2.915916e+00,1.707605e+00,1.784026e+00
2.944945e+00,1.716084e+00,1.783143e+00
2.973974e+00,1.724521e+00,1.782063e+00
3.003003e+00,1.732917e+00,1.780797e+00
3.032032e+00,1.741273e+00,1.779352e+00
3.061061e+00,1.749589e+00,1.777738e+00
3.090090e+00,1.757865e+00,1.775964e+00
3.119119e+00,1.766103e+00,1.774040e+00
3.148148e+00,1.774302e+00,1.771976e+00
3.177177e+00,1.782464e+00,1.769781e+00
3.206206e+00,1.790588e+00,1.767465e+00
3.235235e+00,1.798676e+00,1.765039e+00
3.264264e+00,1.806728e+00,1.762512e+00
3.293293e+00,1.814743e+00,1.759895e+00
3.322322e+00,1.822724e+00,1.757198e+00
3.351351e+00,1.830670e+00,1.754432e+00
3.380380e+00,1.838581e+00,1.751607e+00
3.409409e+00,1.846459e+00,1.748734e+00
3.438438e+00,1.854303e+00,1.745824e+00
3.467467e+00,1.862114e+00,1.742887e+00
3.496496e+00,1.869892e+00,1.739935e+00
3.525526e+00,1.877638e+00,1.736977e+00
3.554555e+00,1.885353e+00,1.734025e+00
3.583584e+00,1.893036e+00,1.731090e+00
3.612613e+00,1.900687e+00,1.728183e+00
3.641642e+00,1.908309e+00,1.725314e+00
3.670671e+00,1.915899e+00,1.722494e+00
3.699700e+00,1.923460e+00,1.719735e+00
3.728729e+00,1.930992e+00,1.717046e+00
3.757758e+00,1.938494e+00,1.714439e+00
3.786787e+00,1.945967e+00,1.711924e+00
3.815816e+00,1.953411e+00,1.709512e+00
3.844845e+00,1.960828e+00,1.707213e+00
3.873874e+00,1.968216e+00,1.705039e+00
3.902903e+00,1.975577e+00,1.702998e+00
3.931932e+00,1.982910e+00,1.701102e+00
3.960961e+00,1.990216e+00,1.699360e+00
3.989990e+00,1.997496e+00,1.697783e+00
4.019019e+00,2.004749e+00,1.696380e+00
4.048048e+00,2.011976e+00,1.695161e+00
4.077077e+00,2.019177e+00,1.694136e+00
4.106106e+00,2.026353e+00,1.693313e+00
4.135135e+00,2.033503e+00,1.692702e+00
4.164164e+00,2.040628e+00,1.692313e+00
4.193193e+00,2.047729e+00,1.692154e+00
4.222222e+00,2.054805e+00,1.692233e+00
4.251251e+00,2.061856e+00,1.692558e+00
4.280280e+00,2.068884e+00,1.693139e+00
4.309309e+00,2.075888e+00,1.693984e+00
4.338338e+00,2.082868e+00,1.695098e+00
4.367367e+00,2.089825e+00,1.696491e+00
4.396396e+00,2.096759e+00,1.698170e+00
4.425425e+00,2.103670e+00,1.700140e+00
4.454454e+00,2.110558e+00,1.702410e+00
4.483483e+00,2.117424e+00,1.704985e+00
4.512513e+00,2.124268e+00,1.707872e+00
4.541542e+00,2.131089e+00,1.711077e+00
4.570571e+00,2.137889e+00,1.714604e+00
4.599600e+00,2.144668e+00,1.718460e+00
4.628629e+00,2.151425e+00,1.722648e+00
4.657658e+00,2.158161e+00,1.727175e+00
4.686687e+00,2.164876e+00,1.732044e+00
4.715716e+00,2.171570e+00,1.737258e+00
4.744745e+00,2.178243e+00,1.742823e+00
4.773774e+00,2.184897e+00,1.748740e+00
4.802803e+00,2.191530e+00,1.755014e+00
4.831832e+00,2.198143e+00,1.761647e+00
4.860861e+00,2.204736e+00,1.768640e+00
4.889890e+00,2.211310e+00,1.775996e+00
4.918919e+00,2.217864e+00,1.783718e+00
4.947948e+00,2.224398e+00,1.791804e+00
4.976977e+00,2.230914e+00,1.800258e+00
5.006006e+00,2.237411e+00,1.809079e+00
5.035035e+00,2.243888e+00,1.818268e+00
5.064064e+00,2.250348e+00,1.827824e+00
5.093093e+00,2.256788e+00,1.837746e+00
5.122122e+00,2.263211e+00,1.848035e+00
5.151151e+00,2.269615e+00,1.858688e+00
5.180180e+00,2.276001e+00,1.869705e+00
5.209209e+00,2.282369e+00,1.881082e+00
5.238238e+00,2.288720e+00,1.892818e+00
5.267267e+00,2.295053e+00,1.904910e+00
5.296296e+00,2.301368e+00,1.917355e+00
5.325325e+00,2.307667e+00,1.930150e+00
5.354354e+00,2.313948e+00,1.943290e+00
5.383383e+00,2.320212e+00,1.956772e+00
5.412412e+00,2.326459e+00,1.970591e+00
5.441441e+00,2.332690e+00,1.984743e+00
5.470470e+00,2.338904e+00,1.999222e+00
5.499499e+00,2.345101e+00,2.014022e+00
5.528529e+00,2.351282e+00,2.029138e+00
5.557558e+00,2.357447e+00,2.044564e+00
5.586587e+00,2.363596e+00,2.060294e+00
5.615616e+00,2.369729e+00,2.076319e+00
5.644645e+00,2.375846e+00,2.092634e+00
5.673674e+00,2.381947e+00,2.109230e+00
5.702703e+00,2.388033e+00,2.126101e+00
5.731732e+00,2.394104e+00,2.143237e+00
5.760761e+00,2.400158e+00,2.160631e+00
5.789790e+00,2.406198e+00,2.178274e+00
5.818819e+00,2.412223e+00,2.196157e+00
5.847848e+00,2.418232e+00,2.214271e+00
5.876877e+00,2.424227e+00,2.232606e+00
5.905906e+00,2.430207e+00,2.251153e+00
5.934935e+00,2.436172e+00,2.269902e+00
5.963964e+00,2.442123e+00,2.288842e+00
5.992993e+00,2.448059e+00,2.307963e+00
6.022022e+00,2.453981e+00,2.327255e+00
6.051051e+00,2.459888e+00,2.346706e+00
6.080080e+00,2.465782e+00,2.366306e+00
6.109109e+00,2.471661e+00,2.386044e+00
6.138138e+00,2.477527e+00,2.405907e+00
6.167167e+00,2.483378e+00,2.425884e+00
6.196196e+00,2.489216e+00,2.445964e+00
6.225225e+00,2.495040e+00,2.466134e+00
6.254254e+00,2.500851e+00,2.486382e+00
6.283283e+00,2.506648e+00,2.506697e+00
6.312312e+00,2.512432e+00,2.527065e+00
6.341341e+00,2.518202e+00,2.547475e+00
6.370370e+00,2.523959e+00,2.567914e+00
6.399399e+00,2.529703e+00,2.588369e+00
6.428428e+00,2.535435e+00,2.608827e+00
6.457457e+00,2.541153e+00,2.629276e+00
6.486486e+00,2.546858e+00,2.649702e+00
6.515516e+00,2.552551e+00,2.670094e+00
6.544545e+00,2.558231e+00,2.690437e+00
6.573574e+00,2.563898e+00,2.710719e+00
6.602603e+00,2.569553e+00,2.730928e+00
6.631632e+00,2.575195e+00,2.751049e+00
6.660661e+00,2.580826e+00,2.771071e+00
6.689690e+00,2.586443e+00,2.790980e+00
6.718719e+00,2.592049e+00,2.810763e+00
6.747748e+00,2.597643e+00,2.830408e+00
6.776777e+00,2.603224e+00,2.849902e+00
6.805806e+00,2.608794e+00,2.869231e+00
6.834835e+00,2.614352e+00,2.888384e+00
6.863864e+00,2.619898e+00,2.907348e+00
6.892893e+00,2.625432e+00,2.926111e+00
6.921922e+00,2.630955e+00,2.944660e+00
6.950951e+00,2.636466e+00,2.962983e+00
6.979980e+00,2.641965e+00,2.981068e+00
7.009009e+00,2.647453e+00,2.998904e+00
7.038038e+00,2.652930e+00,3.016478e+00
7.067067e+00,2.658396e+00,3.033779e+00
7.096096e+00,2.663850e+00,3.050796e+00
7.125125e+00,2.669293e+00,3.067518e+00
7.154154e+00,2.674725e+00,3.083933e+00
7.183183e+00,2.680146e+00,3.100032e+00
7.212212e+00,2.685556e+00,3.115803e+00
7.241241e+00,2.690955e+00,3.131236e+00
7.270270e+00,2.696344e+00,3.146322e+00
7.299299e+00,2.701722e+00,3.161051e+00
7.328328e+00,2.707089e+00,3.175413e+00
7.357357e+00,2.712445e+00,3.189399e+00
7.386386e+00,2.717791e+00,3.203000e+00
7.415415e+00,2.723126e+00,3.216209e+00
7.444444e+00,2.728451e+00,3.229015e+00
7.473473e+00,2.733765e+00,3.241413e+00
7.502503e+00,2.739070e+00,3.253393e+00
7.531532e+00,2.744364e+00,3.264948e+00
7.560561e+00,2.749647e+00,3.276073e+00
7.589590e+00,2.754921e+00,3.286759e+00
7.618619e+00,2.760185e+00,3.297002e+00
7.647648e+00,2.765438e+00,3.306794e+00
7.676677e+00,2.770682e+00,3.316131e+00
7.705706e+00,2.775915e+00,3.325006e+00
7.734735e+00,2.781139e+00,3.333417e+00
7.763764e+00,2.786353e+00,3.341357e+00
7.792793e+00,2.791557e+00,3.348824e+00
7.821822e+00,2.796752e+00,3.355813e+00
7.850851e+00,2.801937e+00,3.362322e+00
7.879880e+00,2.807112e+00,3.368347e+00
7.908909e+00,2.812278e+00,3.373886e+00
7.937938e+00,2.817435e+00,3.378937e+00
7.966967e+00,2.822582e+00,3.383499e+00
7.995996e+00,2.827719e+00,3.387570e+00
8.025025e+00,2.832848e+00,3.391149e+00
8.054054e+00,2.837967e+00,3.394238e+00
8.083083e+00,2.843076e+00,3.396834e+00
8.112112e+00,2.848177e+00,3.398940e+00
8.141141e+00,2.853269e+00,3.400555e+00
8.170170e+00,2.858351e+00,3.401682e+00
8.199199e+00,2.863424e+00,3.402322e+00
8.228228e+00,2.868489e+00,3.402477e+00
8.257257e+00,2.873544e+00,3.402150e+00
8.286286e+00,2.878591e+00,3.401345e+00
8.315315e+00,2.883629e+00,3.400063e+00
8.344344e+00,2.888658e+00,3.398311e+00
8.373373e+00,2.893678e+00,3.396091e+00
8.402402e+00,2.898690e+00,3.393409e+00
8.431431e+00,2.903693e+00,3.390269e+00
8.460460e+00,2.908687e+00,3.386677e+00
8.489489e+00,2.913673e+00,3.382640e+00
8.518519e+00,2.918650e+00,3.378164e+00
8.547548e+00,2.923619e+00,3.373255e+00
8.576577e+00,2.928579e+00,3.367920e+00
8.605606e+00,2.933531e+00,3.362168e+00
8.634635e+00,2.938475e+00,3.356005e+00
8.663664e+00,2.943410e+00,3.349441e+00
8.692693e+00,2.948337e+00,3.342484e+00
8.721722e+00,2.953256e+00,3.335143e+00
8.750751e+00,2.958167e+00,3.327427e+00
8.779780e+00,2.963069e+00,3.319347e+00
8.808809e+00,2.967964e+00,3.310912e+00
8.837838e+00,2.972850e+00,3.302132e+00
8.866867e+00,2.977728e+00,3.293019e+00
8.895896e+00,2.982599e+00,3.283584e+00
8.924925e+00,2.987461e+00,3.273837e+00
8.953954e+00,2.992316e+00,3.263791e+00
8.982983e+00,2.997162e+00,3.253458e+00
9.012012e+00,3.002001e+00,3.242849e+00
9.041041e+00,3.006832e+00,3.231977e+00
9.070070e+00,3.011656e+00,3.220855e+00
9.099099e+00,3.016471e+00,3.209497e+00
9.128128e+00,3.021279e+00,3.197914e+00
9.157157e+00,3.026080e+00,3.186121e+00
9.186186e+00,3.030872e+00,3.174132e+00
9.215215e+00,3.035657e+00,3.161960e+00
9.244244e+00,3.040435e+00,3.149620e+00
9.273273e+00,3.045205e+00,3.137125e+00
9.302302e+00,3.049968e+00,3.124490e+00
9.331331e+00,3.054723e+00,3.111730e+00
9.360360e+00,3.059471e+00,3.098860e+00
9.389389e+00,3.064211e+00,3.085894e+00
9.418418e+00,3.068944e+00,3.072848e+00
9.447447e+00,3.073670e+00,3.059736e+00
9.476476e+00,3.078389e+00,3.046573e+00
9.505506e+00,3.083100e+00,3.033376e+00
9.534535e+00,3.087804e+00,3.020159e+00
9.563564e+00,3.092501e+00,3.006938e+00
9.592593e+00,3.097191e+00,2.993728e+00
9.621622e+00,3.101874e+00,2.980544e+00
9.650651e+00,3.106550e+00,2.967403e+00
9.679680e+00,3.111218e+00,2.954319e+00
9.708709e+00,3.115880e+00,2.941309e+00
9.737738e+00,3.120535e+00,2.928387e+00
9.766767e+00,3.125183e+00,2.915570e+00
9.795796e+00,3.129824e+00,2.902871e+00
9.824825e+00,3.134458e+00,2.890308e+00
9.853854e+00,3.139085e+00,2.877894e+00
9.882883e+00,3.143705e+00,2.865645e+00
9.911912e+00,3.148319e+00,2.853576e+00
9.940941e+00,3.152926e+00,2.841703e+00
9.969970e+00,3.157526e+00,2.830039e+00
9.998999e+00,3.162119e+00,2.818599e+00
1.002803e+01,3.166706e+00,2.807398e+00
1.005706e+01,3.171286e+00,2.796450e+00
1.008609e+01,3.175860e+00,2.785769e+00
1.011512e+01,3.180427e+00,2.775370e+00
1.014414e+01,3.184987e+00,2.765265e+00
1.017317e+01,3.189541e+00,2.755468e+00
1.020220e+01,3.194089e+00,2.745993e+00
1.023123e+01,3.198630e+00,2.736852e+00
1.026026e+01,3.203164e+00,2.728058e+00
1.028929e+01,3.207692e+00,2.719624e+00
1.031832e+01,3.212214e+00,2.711561e+00
1.034735e+01,3.216729e+00,2.703883e+00
1.037638e+01,3.221238e+00,2.696599e+00
1.040541e+01,3.225741e+00,2.689722e+00
1.043443e+01,3.230238e+00,2.683262e+00
1.046346e+01,3.234728e+00,2.677230e+00
1.049249e+01,3.239212e+00,2.671636e+00
1.052152e+01,3.243689e+00,2.666491e+00
1.055055e+01,3.248161e+00,2.661803e+00
1.057958e+01,3.252627e+00,2.657581e+00
1.060861e+01,3.257086e+00,2.653836e+00
1.063764e+01,3.261539e+00,2.650573e+00
1.066667e+01,3.265986e+00,2.647803e+00
1.069570e+01,3.270427e+00,2.645532e+00
1.072472e+01,3.274863e+00,2.643768e+00
1.075375e+01,3.279292e+00,2.642516e+00
1.078278e+01,3.283715e+00,2.641785e+00
1.081181e+01,3.288132e+00,2.641578e+00
1.084084e+01,3.292543e+00,2.641902e+00
1.086987e+01,3.296949e+00,2.642762e+00
1.089890e+01,3.301348e+00,2.644162e+00
1.092793e+01,3.305742e+00,2.646105e+00
1.095696e+01,3.310129e+00,2.648597e+00
1.098599e+01,3.314511e+00,2.651640e+00
1.101502e+01,3.318888e+00,2.655236e+00
1.104404e+01,3.323258e+00,2.659387e+00
1.107307e+01,3.327623e+00,2.664096e+00
1.110210e+01,3.331982e+00,2.669363e+00
1.113113e+01,3.336335e+00,2.675189e+00
1.116016e+01,3.340683e+00,2.681575e+00
1.118919e+01,3.345025e+00,2.688520e+00
1.121822e+01,3.349361e+00,2.696023e+00
1.124725e+01,3.353692e+00,2.704083e+00
1.127628e+01,3.358017e+00,2.712699e+00
1.130531e+01,3.362336e+00,2.721868e+00
1.133433e+01,3.366650e+00,2.731587e+00
1.136336e+01,3.370959e+00,2.741854e+00
1.139239e+01,3.375262e+00,2.752664e+00
1.142142e+01,3.379559e+00,2.764014e+00
1.145045e+01,3.383851e+00,2.775898e+00
1.147948e+01,3.388138e+00,2.788312e+00
1.150851e+01,3.392419e+00,2.801251e+00
1.153754e+01,3.396695e+00,2.814707e+00
1.156657e+01,3.400966e+00,2.828675e+00
1.159560e+01,3.405231e+00,2.843147e+00
1.162462e+01,3.409490e+00,2.858117e+00
1.165365e+01,3.413745e+00,2.873575e+00
1.168268e+01,3.417994e+00,2.889515e+00
1.171171e+01,3.422238e+00,2.905927e+00
1.174074e+01,3.426476e+00,2.922802e+00
1.176977e+01,3.430710e+00,2.940129e+00
1.179880e+01,3.434938e+00,2.957901e+00
1.182783e+01,3.439161e+00,2.976105e+00
1.185686e+01,3.443379e+00,2.994731e+00
1.188589e+01,3.447591e+00,3.013767e+00
1.191491e+01,3.451799e+00,3.033203e+00
1.194394e+01,3.456001e+00,3.053026e+00
1.197297e+01,3.460198e+00,3.073223e+00
1.200200e+01,3.464391e+00,3.093782e+00
1.203103e+01,3.468578e+00,3.114690e+00
1.206006e+01,3.472760e+00,3.135934e+00
1.208909e+01,3.476937e+00,3.157499e+00
1.211812e+01,3.481109e+00,3.179372e+00
1.214715e+01,3.485276e+00,3.201539e+00
1.217618e+01,3.489438e+00,3.223984e+00
1.220521e+01,3.493595e+00,3.246692e+00
1.223423e+01,3.497747e+00,3.269650e+00
1.226326e+01,3.501894e+00,3.292840e+00
1.229229e+01,3.506037e+00,3.316248e+00
1.232132e+01,3.510174e+00,3.339857e+00
1.235035e+01,3.514307e+00,3.363652e+00
1.237938e+01,3.518434e+00,3.387616e+00
1.240841e+01,3.522557e+00,3.411733e+00
1.243744e+01,3.526675e+00,3.435986e+00
1.246647e+01,3.530788e+00,3.460358e+00
1.249550e+01,3.534897e+00,3.484832e+00
1.252452e+01,3.539000e+00,3.509390e+00
1.255355e+01,3.543099e+00,3.534017e+00
1.258258e+01,3.547194e+00,3.558695e+00
1.261161e+01,3.551283e+00,3.583405e+00
1.264064e+01,3.555368e+00,3.608131e+00
1.266967e+01,3.559448e+00,3.632855e+00
1.269870e+01,3.563523e+00,3.657559e+00
1.272773e+01,3.567594e+00,3.682227e+00
1.275676e+01,3.571660e+00,3.706839e+00
1.278579e+01,3.575722e+00,3.731379e+00
1.281481e+01,3.579779e+00,3.755829e+00
1.284384e+01,3.583831e+00,3.780172e+00
1.287287e+01,3.587879e+00,3.804390e+00
1.290190e+01,3.591922e+00,3.828465e+00
1.293093e+01,3.595960e+00,3.852380e+00
1.295996e+01,3.599994e+00,3.876118e+00
1.298899e+01,3.604024e+00,3.899662e+00
1.301802e+01,3.608049e+00,3.922994e+00
1.304705e+01,3.612070e+00,3.946099e+00
1.307608e+01,3.616086e+00,3.968958e+00
1.310511e+01,3.620097e+00,3.991556e+00
1.313413e+01,3.624105e+00,4.013875e+00
1.316316e+01,3.628107e+00,4.035901e+00
1.319219e+01,3.632106e+00,4.057617e+00
1.322122e+01,3.636100e+00,4.079006e+00
1.325025e+01,3.640089e+00,4.100055e+00
1.327928e+01,3.644075e+00,4.120746e+00
1.330831e+01,3.648055e+00,4.141066e+00
1.333734e+01,3.652032e+00,4.161000e+00
1.336637e+01,3.656004e+00,4.180533e+00
1.339540e+01,3.659972e+00,4.199652e+00
1.342442e+01,3.663936e+00,4.218341e+00
1.345345e+01,3.667895e+00,4.236589e+00
1.348248e+01,3.671850e+00,4.254382e+00
1.351151e+01,3.675801e+00,4.271707e+00
1.354054e+01,3.679747e+00,4.288551e+00
1.356957e+01,3.683690e+00,4.304903e+00
1.359860e+01,3.687628e+00,4.320752e+00
1.362763e+01,3.691562e+00,4.336086e+00
1.365666e+01,3.695491e+00,4.350894e+00
1.368569e+01,3.699417e+00,4.365165e+00
1.371471e+01,3.703338e+00,4.378891e+00
1.374374e+01,3.707256e+00,4.392061e+00
1.377277e+01,3.711169e+00,4.404667e+00
1.380180e+01,3.715078e+00,4.416700e+00
1.383083e+01,3.718982e+00,4.428151e+00
1.385986e+01,3.722883e+00,4.439014e+00
1.388889e+01,3.726780e+00,4.449281e+00
1.391792e+01,3.730673e+00,4.458945e+00
1.394695e+01,3.734561e+00,4.468001e+00
1.397598e+01,3.738446e+00,4.476442e+00
1.400501e+01,3.742326e+00,4.484264e+00
1.403403e+01,3.746203e+00,4.491462e+00
1.406306e+01,3.750075e+00,4.498032e+00
1.409209e+01,3.753944e+00,4.503970e+00
1.412112e+01,3.757808e+00,4.509273e+00
1.415015e+01,3.761669e+00,4.513939e+00
1.417918e+01,3.765525e+00,4.517966e+00
1.420821e+01,3.769378e+00,4.521352e+00
1.423724e+01,3.773226e+00,4.524096e+00
1.426627e+01,3.777071e+00,4.526199e+00
1.429530e+01,3.780912e+00,4.527660e+00
1.432432e+01,3.784749e+00,4.528480e+00
1.435335e+01,3.788582e+00,4.528661e+00
1.438238e+01,3.792411e+00,4.528203e+00
1.441141e+01,3.796236e+00,4.527111e+00
1.444044e+01,3.800058e+00,4.525386e+00
1.446947e+01,3.803876e+00,4.523032e+00
1.449850e+01,3.807689e+00,4.520052e+00
1.452753e+01,3.811499e+00,4.516453e+00
1.455656e+01,3.815306e+00,4.512238e+00
1.458559e+01,3.819108e+00,4.507413e+00
1.461461e+01,3.822907e+00,4.501985e+00
1.464364e+01,3.826701e+00,4.495960e+00
1.467267e+01,3.830492e+00,4.489345e+00
1.470170e+01,3.834280e+00,4.482149e+00
1.473073e+01,3.838063e+00,4.474378e+00
1.475976e+01,3.841843e+00,4.466042e+00
1.478879e+01,3.845619e+00,4.457151e+00
1.481782e+01,3.849392e+00,4.447713e+00
1.484685e+01,3.853161e+00,4.437739e+00
1.487588e+01,3.856926e+00,4.427240e+00
1.490490e+01,3.860687e+00,4.416227e+00
1.493393e+01,3.864445e+00,4.404711e+00
1.496296e+01,3.868199e+00,4.392705e+00
1.499199e+01,3.871949e+00,4.380221e+00
1.502102e+01,3.875696e+00,4.367271e+00
1.505005e+01,3.879439e+00,4.353869e+00
1.507908e+01,3.883179e+00,4.340029e+00
1.510811e+01,3.886915e+00,4.325766e+00
1.513714e+01,3.890647e+00,4.311092e+00
1.516617e+01,3.894376e+00,4.296024e+00
1.519520e+01,3.898101e+00,4.280576e+00
1.522422e+01,3.901823e+00,4.264765e+00
1.525325e+01,3.905541e+00,4.248606e+00
1.528228e+01,3.909256e+00,4.232114e+00
1.531131e+01,3.912967e+00,4.215308e+00
1.534034e+01,3.916675e+00,4.198204e+00
1.536937e+01,3.920379e+00,4.180818e+00
1.539840e+01,3.924079e+00,4.163169e+00
1.542743e+01,3.927776e+00,4.145274e+00
1.545646e+01,3.931470e+00,4.127150e+00
