x,y,y2
1.548549e+01,3.935160e+00,4.108816e+00
1.551451e+01,3.938847e+00,4.090291e+00
1.554354e+01,3.942530e+00,4.071593e+00
1.557257e+01,3.946210e+00,4.052740e+00
1.560160e+01,3.949886e+00,4.033751e+00
1.563063e+01,3.953559e+00,4.014646e+00
1.565966e+01,3.957229e+00,3.995444e+00
1.568869e+01,3.960895e+00,3.976163e+00
1.571772e+01,3.964558e+00,3.956823e+00
1.574675e+01,3.968217e+00,3.937445e+00
1.577578e+01,3.971873e+00,3.918046e+00
1.580480e+01,3.975526e+00,3.898647e+00
1.583383e+01,3.979175e+00,3.879267e+00
1.586286e+01,3.982821e+00,3.859926e+00
1.589189e+01,3.986464e+00,3.840644e+00
1.592092e+01,3.990103e+00,3.821440e+00
1.594995e+01,3.993739e+00,3.802333e+00
1.597898e+01,3.997372e+00,3.783344e+00
1.600801e+01,4.001001e+00,3.764491e+00
1.603704e+01,4.004627e+00,3.745795e+00
1.606607e+01,4.008250e+00,3.727273e+00
1.609510e+01,4.011869e+00,3.708946e+00
1.612412e+01,4.015486e+00,3.690832e+00
1.615315e+01,4.019099e+00,3.672950e+00
1.618218e+01,4.022708e+00,3.655319e+00
1.621121e+01,4.026315e+00,3.637958e+00
1.624024e+01,4.029918e+00,3.620884e+00
1.626927e+01,4.033518e+00,3.604116e+00
1.629830e+01,4.037115e+00,3.587672e+00
1.632733e+01,4.040709e+00,3.571568e+00
1.635636e+01,4.044299e+00,3.555824e+00
1.638539e+01,4.047887e+00,3.540454e+00
1.641441e+01,4.051471e+00,3.525478e+00
1.644344e+01,4.055052e+00,3.510910e+00
1.647247e+01,4.058629e+00,3.496767e+00
1.650150e+01,4.062204e+00,3.483064e+00
1.653053e+01,4.065776e+00,3.469818e+00
1.655956e+01,4.069344e+00,3.457044e+00
1.658859e+01,4.072909e+00,3.444755e+00
1.661762e+01,4.076471e+00,3.432966e+00
1.664665e+01,4.080030e+00,3.421692e+00
1.667568e+01,4.083586e+00,3.410946e+00
1.670470e+01,4.087139e+00,3.400740e+00
1.673373e+01,4.090689e+00,3.391088e+00
1.676276e+01,4.094235e+00,3.382001e+00
1.679179e+01,4.097779e+00,3.373492e+00
1.682082e+01,4.101319e+00,3.365571e+00
1.684985e+01,4.104857e+00,3.358249e+00
1.687888e+01,4.108391e+00,3.351537e+00
1.690791e+01,4.111923e+00,3.345445e+00
1.693694e+01,4.115451e+00,3.339980e+00
1.696597e+01,4.118976e+00,3.335154e+00
1.699499e+01,4.122499e+00,3.330972e+00
1.702402e+01,4.126018e+00,3.327444e+00
1.705305e+01,4.129534e+00,3.324576e+00
1.708208e+01,4.133048e+00,3.322374e+00
1.711111e+01,4.136558e+00,3.320845e+00
1.714014e+01,4.140065e+00,3.319995e+00
1.716917e+01,4.143570e+00,3.319827e+00
1.719820e+01,4.147071e+00,3.320347e+00
1.722723e+01,4.150570e+00,3.321558e+00
1.725626e+01,4.154065e+00,3.323462e+00
1.728529e+01,4.157558e+00,3.326064e+00
1.731431e+01,4.161047e+00,3.329364e+00
1.734334e+01,4.164534e+00,3.333364e+00
1.737237e+01,4.168018e+00,3.338064e+00
1.740140e+01,4.171499e+00,3.343465e+00
1.743043e+01,4.174977e+00,3.349567e+00
1.745946e+01,4.178452e+00,3.356368e+00
1.748849e+01,4.181924e+00,3.363867e+00
1.751752e+01,4.185393e+00,3.372061e+00
1.754655e+01,4.188860e+00,3.380947e+00
1.757558e+01,4.192323e+00,3.390523e+00
1.760460e+01,4.195784e+00,3.400783e+00
1.763363e+01,4.199242e+00,3.411724e+00
1.766266e+01,4.202697e+00,3.423341e+00
1.769169e+01,4.206149e+00,3.435626e+00
1.772072e+01,4.209599e+00,3.448575e+00
1.774975e+01,4.213045e+00,3.462180e+00
1.777878e+01,4.216489e+00,3.476433e+00
1.780781e+01,4.219930e+00,3.491327e+00
1.783684e+01,4.223368e+00,3.506853e+00
1.786587e+01,4.226803e+00,3.523001e+00
1.789489e+01,4.230236e+00,3.539762e+00
1.792392e+01,4.233666e+00,3.557125e+00
1.795295e+01,4.237093e+00,3.575080e+00
1.798198e+01,4.240517e+00,3.593615e+00
1.801101e+01,4.243938e+00,3.612719e+00
1.804004e+01,4.247357e+00,3.632379e+00
1.806907e+01,4.250773e+00,3.652582e+00
1.809810e+01,4.254186e+00,3.673315e+00
1.812713e+01,4.257596e+00,3.694564e+00
1.815616e+01,4.261004e+00,3.716315e+00
1.818519e+01,4.264409e+00,3.738553e+00
1.821421e+01,4.267811e+00,3.761263e+00
1.824324e+01,4.271211e+00,3.784429e+00
1.827227e+01,4.274608e+00,3.808035e+00
1.830130e+01,4.278002e+00,3.832064e+00
1.833033e+01,4.281394e+00,3.856501e+00
1.835936e+01,4.284782e+00,3.881328e+00
1.838839e+01,4.288168e+00,3.906527e+00
1.841742e+01,4.291552e+00,3.932080e+00
1.844645e+01,4.294933e+00,3.957969e+00
1.847548e+01,4.298311e+00,3.984176e+00
1.850450e+01,4.301686e+00,4.010681e+00
1.853353e+01,4.305059e+00,4.037467e+00
1.856256e+01,4.308429e+00,4.064512e+00
1.859159e+01,4.311797e+00,4.091798e+00
1.862062e+01,4.315162e+00,4.119305e+00
1.864965e+01,4.318524e+00,4.147012e+00
1.867868e+01,4.321884e+00,4.174899e+00
1.870771e+01,4.325241e+00,4.202946e+00
1.873674e+01,4.328595e+00,4.231133e+00
1.876577e+01,4.331947e+00,4.259437e+00
1.879479e+01,4.335296e+00,4.287839e+00
1.882382e+01,4.338643e+00,4.316317e+00
1.885285e+01,4.341987e+00,4.344850e+00
1.888188e+01,4.345329e+00,4.373417e+00
1.891091e+01,4.348668e+00,4.401997e+00
1.893994e+01,4.352004e+00,4.430567e+00
1.896897e+01,4.355338e+00,4.459108e+00
1.899800e+01,4.358669e+00,4.487597e+00
1.902703e+01,4.361998e+00,4.516012e+00
1.905606e+01,4.365324e+00,4.544334e+00
1.908509e+01,4.368648e+00,4.572539e+00
1.911411e+01,4.371969e+00,4.600608e+00
1.914314e+01,4.375288e+00,4.628519e+00
1.917217e+01,4.378604e+00,4.656250e+00
1.920120e+01,4.381918e+00,4.683782e+00
1.923023e+01,4.385229e+00,4.711092e+00
1.925926e+01,4.388537e+00,4.738161e+00
1.928829e+01,4.391843e+00,4.764968e+00
1.931732e+01,4.395147e+00,4.791492e+00
1.934635e+01,4.398448e+00,4.817714e+00
1.937538e+01,4.401747e+00,4.843614e+00
1.940440e+01,4.405043e+00,4.869171e+00
1.943343e+01,4.408337e+00,4.894368e+00
1.946246e+01,4.411628e+00,4.919184e+00
1.949149e+01,4.414917e+00,4.943600e+00
1.952052e+01,4.418203e+00,4.967600e+00
1.954955e+01,4.421487e+00,4.991163e+00
1.957858e+01,4.424769e+00,5.014273e+00
1.960761e+01,4.428048e+00,5.036911e+00
1.963664e+01,4.431324e+00,5.059062e+00
1.966567e+01,4.434599e+00,5.080708e+00
1.969469e+01,4.437871e+00,5.101832e+00
1.972372e+01,4.441140e+00,5.122419e+00
1.975275e+01,4.444407e+00,5.142454e+00
1.978178e+01,4.447672e+00,5.161922e+00
1.981081e+01,4.450934e+00,5.180807e+00
1.983984e+01,4.454194e+00,5.199097e+00
1.986887e+01,4.457451e+00,5.216776e+00
1.989790e+01,4.460706e+00,5.233833e+00
1.992693e+01,4.463959e+00,5.250254e+00
1.995596e+01,4.467209e+00,5.266028e+00
1.998498e+01,4.470457e+00,5.281143e+00
2.001401e+01,4.473702e+00,5.295588e+00
2.004304e+01,4.476946e+00,5.309353e+00
2.007207e+01,4.480187e+00,5.322427e+00
2.010110e+01,4.483425e+00,5.334801e+00
2.013013e+01,4.486661e+00,5.346467e+00
2.015916e+01,4.489895e+00,5.357417e+00
2.018819e+01,4.493127e+00,5.367643e+00
2.021722e+01,4.496356e+00,5.377137e+00
2.024625e+01,4.499583e+00,5.385894e+00
2.027528e+01,4.502807e+00,5.393908e+00
2.030430e+01,4.506030e+00,5.401174e+00
2.033333e+01,4.509250e+00,5.407687e+00
2.036236e+01,4.512467e+00,5.413444e+00
2.039139e+01,4.515683e+00,5.418441e+00
2.042042e+01,4.518896e+00,5.422675e+00
2.044945e+01,4.522107e+00,5.426145e+00
2.047848e+01,4.525315e+00,5.428850e+00
2.050751e+01,4.528522e+00,5.430788e+00
2.053654e+01,4.531726e+00,5.431960e+00
2.056557e+01,4.534927e+00,5.432367e+00
2.059459e+01,4.538127e+00,5.432009e+00
2.062362e+01,4.541324e+00,5.430889e+00
2.065265e+01,4.544519e+00,5.429009e+00
2.068168e+01,4.547712e+00,5.426373e+00
2.071071e+01,4.550902e+00,5.422984e+00
2.073974e+01,4.554090e+00,5.418847e+00
2.076877e+01,4.557276e+00,5.413967e+00
2.079780e+01,4.560460e+00,5.408349e+00
2.082683e+01,4.563642e+00,5.402001e+00
2.085586e+01,4.566821e+00,5.394930e+00
2.088488e+01,4.569998e+00,5.387142e+00
2.091391e+01,4.573173e+00,5.378647e+00
2.094294e+01,4.576346e+00,5.369453e+00
2.097197e+01,4.579517e+00,5.359570e+00
2.100100e+01,4.582685e+00,5.349008e+00
2.103003e+01,4.585851e+00,5.337777e+00
2.105906e+01,4.589015e+00,5.325889e+00
2.108809e+01,4.592177e+00,5.313356e+00
2.111712e+01,4.595336e+00,5.300190e+00
2.114615e+01,4.598494e+00,5.286404e+00
2.117518e+01,4.601649e+00,5.272011e+00
2.120420e+01,4.604802e+00,5.257026e+00
2.123323e+01,4.607953e+00,5.241463e+00
2.126226e+01,4.611102e+00,5.225337e+00
2.129129e+01,4.614249e+00,5.208664e+00
2.132032e+01,4.617393e+00,5.191460e+00
2.134935e+01,4.620536e+00,5.173741e+00
2.137838e+01,4.623676e+00,5.155524e+00
2.140741e+01,4.626814e+00,5.136827e+00
2.143644e+01,4.629950e+00,5.117668e+00
2.146547e+01,4.633084e+00,5.098064e+00
2.149449e+01,4.636216e+00,5.078034e+00
2.152352e+01,4.639345e+00,5.057598e+00
2.155255e+01,4.642473e+00,5.036775e+00
2.158158e+01,4.645598e+00,5.015585e+00
2.161061e+01,4.648721e+00,4.994047e+00
2.163964e+01,4.651843e+00,4.972182e+00
2.166867e+01,4.654962e+00,4.950011e+00
2.169770e+01,4.658079e+00,4.927555e+00
2.172673e+01,4.661194e+00,4.904835e+00
2.175576e+01,4.664307e+00,4.881873e+00
2.178478e+01,4.667417e+00,4.858690e+00
2.181381e+01,4.670526e+00,4.835309e+00
2.184284e+01,4.673633e+00,4.811750e+00
2.187187e+01,4.676737e+00,4.788038e+00
2.190090e+01,4.679840e+00,4.764194e+00
2.192993e+01,4.682940e+00,4.740241e+00
2.195896e+01,4.686039e+00,4.716202e+00
2.198799e+01,4.689135e+00,4.692099e+00
2.201702e+01,4.692229e+00,4.667956e+00
2.204605e+01,4.695322e+00,4.643795e+00
2.207508e+01,4.698412e+00,4.619640e+00
2.210410e+01,4.701500e+00,4.595514e+00
2.213313e+01,4.704586e+00,4.571439e+00
2.216216e+01,4.707671e+00,4.547439e+00
2.219119e+01,4.710753e+00,4.523537e+00
2.222022e+01,4.713833e+00,4.499756e+00
2.224925e+01,4.716911e+00,4.476118e+00
2.227828e+01,4.719987e+00,4.452646e+00
2.230731e+01,4.723061e+00,4.429364e+00
2.233634e+01,4.726133e+00,4.406294e+00
2.236537e+01,4.729203e+00,4.383457e+00
2.239439e+01,4.732272e+00,4.360877e+00
2.242342e+01,4.735338e+00,4.338576e+00
2.245245e+01,4.738402e+00,4.316574e+00
2.248148e+01,4.741464e+00,4.294894e+00
2.251051e+01,4.744524e+00,4.273558e+00
2.253954e+01,4.747582e+00,4.252585e+00
2.256857e+01,4.750639e+00,4.231998e+00
2.259760e+01,4.753693e+00,4.211816e+00
2.262663e+01,4.756745e+00,4.192060e+00
2.265566e+01,4.759796e+00,4.172750e+00
2.268468e+01,4.762844e+00,4.153905e+00
2.271371e+01,4.765891e+00,4.135543e+00
2.274274e+01,4.768935e+00,4.117685e+00
2.277177e+01,4.771978e+00,4.100348e+00
2.280080e+01,4.775018e+00,4.083551e+00
2.282983e+01,4.778057e+00,4.067309e+00
2.285886e+01,4.781094e+00,4.051642e+00
2.288789e+01,4.784129e+00,4.036565e+00
2.291692e+01,4.787162e+00,4.022094e+00
2.294595e+01,4.790193e+00,4.008245e+00
2.297497e+01,4.793222e+00,3.995033e+00
2.300400e+01,4.796249e+00,3.982472e+00
2.303303e+01,4.799274e+00,3.970577e+00
2.306206e+01,4.802298e+00,3.959361e+00
2.309109e+01,4.805319e+00,3.948837e+00
2.312012e+01,4.808339e+00,3.939017e+00
2.314915e+01,4.811356e+00,3.929913e+00
2.317818e+01,4.814372e+00,3.921536e+00
2.320721e+01,4.817386e+00,3.913897e+00
2.323624e+01,4.820398e+00,3.907006e+00
2.326527e+01,4.823408e+00,3.900871e+00
2.329429e+01,4.826416e+00,3.895502e+00
2.332332e+01,4.829423e+00,3.890907e+00
2.335235e+01,4.832427e+00,3.887093e+00
2.338138e+01,4.835430e+00,3.884066e+00
2.341041e+01,4.838431e+00,3.881834e+00
2.343944e+01,4.841429e+00,3.880400e+00
2.346847e+01,4.844427e+00,3.879771e+00
2.349750e+01,4.847422e+00,3.879950e+00
2.352653e+01,4.850415e+00,3.880940e+00
2.355556e+01,4.853407e+00,3.882745e+00
2.358458e+01,4.856396e+00,3.885366e+00
2.361361e+01,4.859384e+00,3.888804e+00
2.364264e+01,4.862370e+00,3.893061e+00
2.367167e+01,4.865354e+00,3.898135e+00
2.370070e+01,4.868337e+00,3.904027e+00
2.372973e+01,4.871317e+00,3.910735e+00
2.375876e+01,4.874296e+00,3.918257e+00
2.378779e+01,4.877273e+00,3.926589e+00
2.381682e+01,4.880248e+00,3.935729e+00
2.384585e+01,4.883221e+00,3.945672e+00
2.387487e+01,4.886192e+00,3.956413e+00
2.390390e+01,4.889162e+00,3.967946e+00
2.393293e+01,4.892130e+00,3.980266e+00
2.396196e+01,4.895096e+00,3.993366e+00
2.399099e+01,4.898060e+00,4.007237e+00
2.402002e+01,4.901022e+00,4.021872e+00
2.404905e+01,4.903983e+00,4.037261e+00
2.407808e+01,4.906942e+00,4.053395e+00
2.410711e+01,4.909899e+00,4.070264e+00
2.413614e+01,4.912854e+00,4.087856e+00
2.416517e+01,4.915808e+00,4.106161e+00
2.419419e+01,4.918759e+00,4.125166e+00
2.422322e+01,4.921709e+00,4.144859e+00
2.425225e+01,4.924658e+00,4.165226e+00
2.428128e+01,4.927604e+00,4.186253e+00
2.431031e+01,4.930549e+00,4.207925e+00
2.433934e+01,4.933492e+00,4.230229e+00
2.436837e+01,4.936433e+00,4.253147e+00
2.439740e+01,4.939372e+00,4.276664e+00
2.442643e+01,4.942310e+00,4.300764e+00
2.445546e+01,4.945246e+00,4.325428e+00
2.448448e+01,4.948180e+00,4.350640e+00
2.451351e+01,4.951112e+00,4.376381e+00
2.454254e+01,4.954043e+00,4.402632e+00
2.457157e+01,4.956972e+00,4.429375e+00
2.460060e+01,4.959899e+00,4.456589e+00
2.462963e+01,4.962825e+00,4.484256e+00
2.465866e+01,4.965749e+00,4.512353e+00
2.468769e+01,4.968671e+00,4.540862e+00
2.471672e+01,4.971591e+00,4.569760e+00
2.474575e+01,4.974510e+00,4.599026e+00
2.477477e+01,4.977427e+00,4.628638e+00
2.480380e+01,4.980342e+00,4.658574e+00
2.483283e+01,4.983255e+00,4.688812e+00
2.486186e+01,4.986167e+00,4.719328e+00
2.489089e+01,4.989077e+00,4.750101e+00
2.491992e+01,4.991986e+00,4.781106e+00
2.494895e+01,4.994892e+00,4.812320e+00
2.497798e+01,4.997797e+00,4.843719e+00
2.500701e+01,5.000701e+00,4.875280e+00
2.503604e+01,5.003602e+00,4.906978e+00
2.506507e+01,5.006502e+00,4.938790e+00
2.509409e+01,5.009401e+00,4.970690e+00
2.512312e+01,5.012297e+00,5.002656e+00
2.515215e+01,5.015192e+00,5.034661e+00
2.518118e+01,5.018085e+00,5.066682e+00
2.521021e+01,5.020977e+00,5.098693e+00
2.523924e+01,5.023867e+00,5.130671e+00
2.526827e+01,5.026755e+00,5.162591e+00
2.529730e+01,5.029642e+00,5.194427e+00
2.532633e+01,5.032527e+00,5.226157e+00
2.535536e+01,5.035410e+00,5.257754e+00
2.538438e+01,5.038292e+00,5.289194e+00
2.541341e+01,5.041172e+00,5.320454e+00
2.544244e+01,5.044050e+00,5.351509e+00
2.547147e+01,5.046927e+00,5.382335e+00
2.550050e+01,5.049802e+00,5.412908e+00
2.552953e+01,5.052675e+00,5.443205e+00
2.555856e+01,5.055547e+00,5.473202e+00
2.558759e+01,5.058417e+00,5.502875e+00
2.561662e+01,5.061286e+00,5.532201e+00
2.564565e+01,5.064153e+00,5.561159e+00
2.567467e+01,5.067018e+00,5.589725e+00
2.570370e+01,5.069882e+00,5.617878e+00
2.573273e+01,5.072744e+00,5.645594e+00
2.576176e+01,5.075605e+00,5.672854e+00
2.579079e+01,5.078463e+00,5.699636e+00
2.581982e+01,5.081321e+00,5.725918e+00
2.584885e+01,5.084176e+00,5.751681e+00
2.587788e+01,5.087030e+00,5.776905e+00
2.590691e+01,5.089883e+00,5.801570e+00
2.593594e+01,5.092734e+00,5.825658e+00
2.596496e+01,5.095583e+00,5.849149e+00
2.599399e+01,5.098431e+00,5.872025e+00
2.602302e+01,5.101277e+00,5.894269e+00
2.605205e+01,5.104121e+00,5.915864e+00
2.608108e+01,5.106964e+00,5.936793e+00
2.611011e+01,5.109805e+00,5.957041e+00
2.613914e+01,5.112645e+00,5.976591e+00
2.616817e+01,5.115483e+00,5.995428e+00
2.619720e+01,5.118320e+00,6.013540e+00
2.622623e+01,5.121155e+00,6.030911e+00
2.625526e+01,5.123988e+00,6.047529e+00
2.628428e+01,5.126820e+00,6.063381e+00
2.631331e+01,5.129650e+00,6.078455e+00
2.634234e+01,5.132479e+00,6.092740e+00
2.637137e+01,5.135306e+00,6.106227e+00
2.640040e+01,5.138132e+00,6.118903e+00
2.642943e+01,5.140956e+00,6.130762e+00
2.645846e+01,5.143779e+00,6.141793e+00
2.648749e+01,5.146600e+00,6.151990e+00
2.651652e+01,5.149419e+00,6.161344e+00
2.654555e+01,5.152237e+00,6.169850e+00
2.657457e+01,5.155053e+00,6.177502e+00
2.660360e+01,5.157868e+00,6.184295e+00
2.663263e+01,5.160681e+00,6.190224e+00
2.666166e+01,5.163493e+00,6.195286e+00
2.669069e+01,5.166303e+00,6.199479e+00
2.671972e+01,5.169112e+00,6.202799e+00
2.674875e+01,5.171919e+00,6.205246e+00
2.677778e+01,5.174725e+00,6.206819e+00
2.680681e+01,5.177529e+00,6.207518e+00
2.683584e+01,5.180332e+00,6.207344e+00
2.686486e+01,5.183133e+00,6.206299e+00
2.689389e+01,5.185932e+00,6.204384e+00
2.692292e+01,5.188730e+00,6.201603e+00
2.695195e+01,5.191527e+00,6.197960e+00
2.698098e+01,5.194322e+00,6.193459e+00
2.701001e+01,5.197116e+00,6.188105e+00
2.703904e+01,5.199908e+00,6.181905e+00
2.706807e+01,5.202698e+00,6.174865e+00
2.709710e+01,5.205487e+00,6.166993e+00
2.712613e+01,5.208275e+00,6.158296e+00
2.715516e+01,5.211061e+00,6.148783e+00
2.718418e+01,5.213845e+00,6.138465e+00
2.721321e+01,5.216629e+00,6.127350e+00
2.724224e+01,5.219410e+00,6.115451e+00
2.727127e+01,5.222190e+00,6.102779e+00
2.730030e+01,5.224969e+00,6.089345e+00
2.732933e+01,5.227746e+00,6.075163e+00
2.735836e+01,5.230522e+00,6.060247e+00
2.738739e+01,5.233296e+00,6.044610e+00
2.741642e+01,5.236069e+00,6.028267e+00
2.744545e+01,5.238840e+00,6.011234e+00
2.747447e+01,5.241610e+00,5.993527e+00
2.750350e+01,5.244378e+00,5.975163e+00
2.753253e+01,5.247145e+00,5.956157e+00
2.756156e+01,5.249911e+00,5.936529e+00
2.759059e+01,5.252675e+00,5.916297e+00
2.761962e+01,5.255437e+00,5.895479e+00
2.764865e+01,5.258198e+00,5.874094e+00
2.767768e+01,5.260958e+00,5.852163e+00
2.770671e+01,5.263716e+00,5.829705e+00
2.773574e+01,5.266473e+00,5.806742e+00
2.776476e+01,5.269228e+00,5.783295e+00
2.779379e+01,5.271982e+00,5.759385e+00
2.782282e+01,5.274734e+00,5.735035e+00
2.785185e+01,5.277485e+00,5.710266e+00
2.788088e+01,5.280235e+00,5.685102e+00
2.790991e+01,5.282983e+00,5.659566e+00
2.793894e+01,5.285730e+00,5.633681e+00
2.796797e+01,5.288475e+00,5.607471e+00
2.799700e+01,5.291219e+00,5.580961e+00
2.802603e+01,5.293961e+00,5.554174e+00
2.805506e+01,5.296702e+00,5.527136e+00
2.808408e+01,5.299442e+00,5.499871e+00
2.811311e+01,5.302180e+00,5.472405e+00
2.814214e+01,5.304917e+00,5.444762e+00
2.817117e+01,5.307652e+00,5.416968e+00
2.820020e+01,5.310386e+00,5.389050e+00
2.822923e+01,5.313119e+00,5.361032e+00
2.825826e+01,5.315850e+00,5.332940e+00
2.828729e+01,5.318579e+00,5.304801e+00
2.831632e+01,5.321308e+00,5.276641e+00
2.834535e+01,5.324035e+00,5.248485e+00
2.837437e+01,5.326760e+00,5.220360e+00
2.840340e+01,5.329484e+00,5.192291e+00
2.843243e+01,5.332207e+00,5.164306e+00
2.846146e+01,5.334928e+00,5.136429e+00
2.849049e+01,5.337648e+00,5.108688e+00
2.851952e+01,5.340367e+00,5.081107e+00
2.854855e+01,5.343084e+00,5.053712e+00
2.857758e+01,5.345800e+00,5.026530e+00
2.860661e+01,5.348514e+00,4.999586e+00
2.863564e+01,5.351227e+00,4.972904e+00
2.866466e+01,5.353939e+00,4.946510e+00
2.869369e+01,5.356649e+00,4.920430e+00
2.872272e+01,5.359358e+00,4.894687e+00
2.875175e+01,5.362066e+00,4.869306e+00
2.878078e+01,5.364772e+00,4.844311e+00
2.880981e+01,5.367477e+00,4.819726e+00
2.883884e+01,5.370181e+00,4.795574e+00
2.886787e+01,5.372883e+00,4.771878e+00
2.889690e+01,5.375583e+00,4.748662e+00
2.892593e+01,5.378283e+00,4.725948e+00
2.895495e+01,5.380981e+00,4.703757e+00
2.898398e+01,5.383678e+00,4.682111e+00
2.901301e+01,5.386373e+00,4.661031e+00
2.904204e+01,5.389067e+00,4.640538e+00
2.907107e+01,5.391760e+00,4.620653e+00
2.910010e+01,5.394451e+00,4.601394e+00
2.912913e+01,5.397141e+00,4.582781e+00
2.915816e+01,5.399829e+00,4.564832e+00
2.918719e+01,5.402517e+00,4.547567e+00
2.921622e+01,5.405203e+00,4.531001e+00
2.924525e+01,5.407887e+00,4.515153e+00
2.927427e+01,5.410571e+00,4.500038e+00
2.930330e+01,5.413253e+00,4.485672e+00
2.933233e+01,5.415933e+00,4.472071e+00
2.936136e+01,5.418612e+00,4.459249e+00
2.939039e+01,5.421290e+00,4.447220e+00
2.941942e+01,5.423967e+00,4.435996e+00
2.944845e+01,5.426642e+00,4.425592e+00
2.947748e+01,5.429316e+00,4.416018e+00
2.950651e+01,5.431989e+00,4.407285e+00
2.953554e+01,5.434661e+00,4.399404e+00
2.956456e+01,5.437331e+00,4.392386e+00
2.959359e+01,5.439999e+00,4.386238e+00
2.962262e+01,5.442667e+00,4.380969e+00
2.965165e+01,5.445333e+00,4.376587e+00
2.968068e+01,5.447998e+00,4.373098e+00
2.970971e+01,5.450661e+00,4.370510e+00
2.973874e+01,5.453324e+00,4.368826e+00
2.976777e+01,5.455985e+00,4.368051e+00
2.979680e+01,5.458644e+00,4.368190e+00
2.982583e+01,5.461303e+00,4.369246e+00
2.985485e+01,5.463960e+00,4.371219e+00
2.988388e+01,5.466615e+00,4.374113e+00
2.991291e+01,5.469270e+00,4.377928e+00
2.994194e+01,5.471923e+00,4.382663e+00
2.997097e+01,5.474575e+00,4.388318e+00
3.000000e+01,5.477226e+00,4.394891e+00
